Length,Height,Whole weight,Shell weight,Age,Sex_F,Sex_I,Sex_M
0.74,0.185,1.65,0.335,2,0,0,1
0.565,0.15,1.1285,0.33,3,0,0,1
0.56,0.16,1.1115,0.26,2,0,0,1
0.545,0.125,0.9745,0.305,2,0,0,1
0.645,0.185,1.4605,0.41,3,0,0,1
0.575,0.13,1.0105,0.32,2,0,0,1
0.62,0.16,1.0765,0.3,2,0,0,1
0.605,0.165,1.2225,0.385,2,1,0,0
0.605,0.16,1.616,0.34,3,0,0,1
0.475,0.15,0.559,0.1945,2,1,0,0
0.365,0.085,0.2205,0.07,2,0,0,1
0.46,0.115,0.44,0.13,2,1,0,0
0.53,0.135,0.879,0.25,2,0,0,1
0.48,0.15,0.6815,0.2495,3,0,0,1
0.455,0.15,0.5795,0.215,2,0,0,1
0.35,0.11,0.209,0.075,2,0,1,0
0.37,0.105,0.224,0.075,2,0,0,1
0.34,0.075,0.1765,0.05,1,0,1,0
0.35,0.075,0.196,0.064,2,0,1,0
0.35,0.08,0.192,0.053,1,0,1,0
0.39,0.09,0.3095,0.09,1,0,1,0
0.395,0.095,0.313,0.093,1,0,1,0
0.415,0.105,0.3595,0.0915,1,0,1,0
0.43,0.1,0.3855,0.1,1,0,1,0
0.48,0.115,0.5785,0.184,2,0,1,0
0.49,0.12,0.674,0.185,2,0,0,1
0.49,0.105,0.5265,0.148,1,1,0,0
0.56,0.16,1.0315,0.337,2,1,0,0
0.56,0.14,0.9,0.218,1,0,0,1
0.58,0.15,1.0165,0.265,2,0,0,1
0.58,0.18,1.2495,0.371,2,1,0,0
0.59,0.135,1.1685,0.28,2,0,0,1
0.595,0.165,1.148,0.37,2,1,0,0
0.6,0.15,1.089,0.292,2,0,0,1
0.61,0.155,1.0325,0.2785,2,0,0,1
0.63,0.15,1.172,0.316,2,1,0,0
0.64,0.17,1.3715,0.409,2,0,0,1
0.65,0.185,1.5055,0.43,2,1,0,0
0.71,0.2,1.9045,0.5,2,0,0,1
0.74,0.2,2.4925,0.5235,2,0,0,1
0.25,0.065,0.0805,0.0215,1,0,1,0
0.28,0.065,0.111,0.03,1,0,1,0
0.325,0.075,0.152,0.045,1,0,1,0
0.35,0.095,0.199,0.06,1,0,1,0
0.36,0.09,0.219,0.065,1,0,1,0
0.365,0.105,0.2155,0.063,1,0,1,0
0.37,0.09,0.2565,0.0645,1,0,1,0
0.375,0.09,0.257,0.075,1,0,1,0
0.38,0.095,0.2505,0.075,1,0,1,0
0.395,0.09,0.279,0.075,2,0,1,0
0.43,0.105,0.378,0.09,1,0,1,0
0.44,0.125,0.456,0.131,2,0,1,0
0.465,0.1,0.5055,0.14,1,0,1,0
0.465,0.115,0.4705,0.126,1,1,0,0
0.48,0.13,0.643,0.135,2,0,0,1
0.485,0.1,0.513,0.13,1,0,1,0
0.49,0.115,0.569,0.145,2,1,0,0
0.495,0.145,0.578,0.1645,2,0,1,0
0.5,0.11,0.596,0.151,2,0,1,0
0.505,0.12,0.5725,0.146,2,1,0,0
0.52,0.12,0.6435,0.161,1,0,0,1
0.52,0.125,0.8115,0.2,1,0,0,1
0.525,0.125,0.7115,0.1915,1,1,0,0
0.55,0.155,0.9155,0.25,2,0,0,1
0.555,0.145,0.8815,0.2155,2,1,0,0
0.555,0.11,0.931,0.225,2,1,0,0
0.575,0.165,1.065,0.2815,2,1,0,0
0.6,0.155,1.1385,0.31,2,0,0,1
0.61,0.16,1.234,0.315,2,1,0,0
0.61,0.175,1.2635,0.3455,2,1,0,0
0.61,0.16,1.0745,0.29,2,1,0,0
0.615,0.19,1.403,0.365,2,0,0,1
0.62,0.165,1.1325,0.2825,2,0,0,1
0.625,0.16,1.1115,0.345,2,1,0,0
0.625,0.17,1.255,0.405,2,1,0,0
0.625,0.17,1.437,0.475,2,0,0,1
0.635,0.155,1.3635,0.295,2,0,0,1
0.64,0.195,1.1435,0.353,2,1,0,0
0.64,0.17,1.4545,0.354,2,0,0,1
0.66,0.18,1.478,0.372,2,0,0,1
0.665,0.165,1.6885,0.4265,2,1,0,0
0.715,0.23,2.0725,0.565,2,1,0,0
0.72,0.2,1.787,0.529,2,0,0,1
0.725,0.185,1.523,0.4375,2,1,0,0
0.165,0.05,0.021,0.014,1,0,1,0
0.21,0.055,0.0455,0.013,1,0,1,0
0.355,0.085,0.2435,0.06,1,0,1,0
0.4,0.085,0.2675,0.0765,1,0,1,0
0.4,0.1,0.258,0.0815,1,0,1,0
0.4,0.11,0.2985,0.075,1,0,1,0
0.435,0.11,0.411,0.1,1,0,1,0
0.44,0.11,0.38,0.09,1,0,1,0
0.45,0.105,0.4385,0.12,2,0,1,0
0.465,0.105,0.4015,0.109,1,0,1,0
0.47,0.145,0.4485,0.123,1,0,1,0
0.47,0.115,0.4155,0.139,1,0,1,0
0.475,0.16,0.7095,0.1845,2,0,1,0
0.485,0.115,0.637,0.128,1,0,1,0
0.505,0.16,1.1155,0.3065,2,1,0,0
0.51,0.13,0.599,0.1485,2,0,1,0
0.52,0.13,0.5345,0.1535,2,0,1,0
0.53,0.14,0.627,0.183,2,1,0,0
0.535,0.16,0.7465,0.2185,2,0,0,1
0.55,0.16,0.985,0.27,2,0,0,1
0.555,0.145,0.85,0.23,2,0,0,1
0.555,0.15,0.838,0.23,2,0,0,1
0.555,0.135,0.812,0.2215,2,1,0,0
0.56,0.13,0.7615,0.1955,2,0,0,1
0.575,0.145,0.87,0.225,2,0,0,1
0.585,0.145,0.9835,0.22,2,1,0,0
0.59,0.145,0.929,0.255,2,0,0,1
0.595,0.165,1.0155,0.289,2,1,0,0
0.6,0.145,0.939,0.268,2,0,0,1
0.6,0.16,1.164,0.335,2,0,0,1
0.61,0.175,1.214,0.325,2,0,0,1
0.615,0.19,1.1345,0.348,2,1,0,0
0.62,0.18,1.233,0.322,2,1,0,0
0.625,0.18,1.0815,0.3135,2,0,0,1
0.625,0.175,1.179,0.271,2,0,0,1
0.64,0.165,1.1635,0.32,2,1,0,0
0.64,0.175,1.1545,0.288,2,1,0,0
0.645,0.175,1.3345,0.355,2,1,0,0
0.65,0.18,1.469,0.38,2,0,0,1
0.655,0.18,1.492,0.355,2,0,0,1
0.655,0.175,1.5585,0.385,2,1,0,0
0.66,0.175,1.3275,0.4085,2,1,0,0
0.67,0.18,1.6615,0.43,2,0,0,1
0.69,0.19,1.492,0.42,2,1,0,0
0.7,0.2,1.7365,0.461,2,1,0,0
0.7,0.175,1.6605,0.398,2,1,0,0
0.71,0.195,1.348,0.4535,2,0,0,1
0.715,0.18,1.7405,0.449,2,0,0,1
0.72,0.185,1.7185,0.468,2,1,0,0
0.215,0.055,0.041,0.0125,1,0,1,0
0.24,0.06,0.0655,0.02,1,0,1,0
0.26,0.07,0.097,0.0305,1,0,1,0
0.32,0.085,0.131,0.038,1,0,1,0
0.33,0.085,0.1695,0.0505,1,0,1,0
0.335,0.085,0.192,0.054,1,0,1,0
0.35,0.09,0.1765,0.0575,1,0,1,0
0.35,0.085,0.1735,0.056,1,0,1,0
0.36,0.075,0.1785,0.054,1,0,1,0
0.36,0.09,0.2055,0.0585,1,0,1,0
0.365,0.09,0.2345,0.0625,1,0,1,0
0.38,0.09,0.2305,0.0775,1,0,1,0
0.4,0.115,0.314,0.087,1,0,1,0
0.4,0.09,0.33,0.08,1,0,1,0
0.4,0.1,0.2775,0.08,2,0,1,0
0.425,0.11,0.405,0.1065,2,0,1,0
0.43,0.105,0.309,0.098,1,0,1,0
0.435,0.11,0.4385,0.1315,1,0,0,1
0.435,0.12,0.396,0.125,2,0,1,0
0.445,0.095,0.3615,0.12,2,0,1,0
0.45,0.11,0.514,0.14,2,0,1,0
0.455,0.11,0.4265,0.1205,2,0,1,0
0.46,0.09,0.384,0.11,2,0,1,0
0.475,0.125,0.4865,0.142,2,0,1,0
0.475,0.135,0.4355,0.125,2,0,1,0
0.475,0.115,0.498,0.14,1,0,1,0
0.48,0.125,0.494,0.15,2,0,1,0
0.495,0.12,0.594,0.1375,1,1,0,0
0.5,0.125,0.528,0.1645,2,0,1,0
0.505,0.115,0.5585,0.1535,2,0,0,1
0.515,0.135,0.636,0.1855,2,0,1,0
0.525,0.105,0.567,0.16,2,0,1,0
0.53,0.13,0.6615,0.19,2,0,1,0
0.53,0.13,0.658,0.198,2,0,1,0
0.535,0.135,0.78,0.2365,2,0,0,1
0.535,0.13,0.6075,0.1975,2,0,1,0
0.54,0.135,0.7025,0.2,2,0,1,0
0.55,0.155,0.8725,0.2425,2,0,1,0
0.565,0.175,1.2365,0.308,2,1,0,0
0.57,0.155,1.186,0.277,2,0,0,1
0.57,0.13,0.7745,0.2365,2,0,1,0
0.57,0.16,0.8875,0.223,2,1,0,0
0.575,0.155,0.8725,0.285,2,0,1,0
0.575,0.125,0.8515,0.1965,2,0,1,0
0.575,0.16,0.895,0.271,2,1,0,0
0.575,0.155,0.886,0.2575,2,0,0,1
0.58,0.14,0.9265,0.27,2,0,1,0
0.58,0.14,0.8295,0.238,2,0,1,0
0.58,0.15,0.907,0.2445,2,0,1,0
0.58,0.165,1.041,0.279,2,0,0,1
0.585,0.165,0.9355,0.259,2,1,0,0
0.585,0.165,1.058,0.294,2,1,0,0
0.595,0.145,0.7955,0.2425,2,1,0,0
0.6,0.17,1.0805,0.3205,2,1,0,0
0.6,0.15,0.928,0.275,2,0,0,1
0.6,0.155,1.059,0.39,2,1,0,0
0.6,0.23,1.157,0.36,2,0,0,1
0.6,0.17,1.088,0.31,2,1,0,0
0.6,0.145,0.776,0.239,2,1,0,0
0.62,0.165,1.043,0.31,2,1,0,0
0.625,0.16,1.1415,0.29,2,0,0,1
0.625,0.16,1.3335,0.319,2,1,0,0
0.625,0.175,1.273,0.374,2,1,0,0
0.625,0.165,1.1835,0.39,2,0,0,1
0.625,0.16,1.2135,0.302,2,0,0,1
0.63,0.15,1.0315,0.325,2,0,1,0
0.635,0.17,1.3695,0.365,2,0,0,1
0.65,0.185,1.3745,0.369,2,0,0,1
0.65,0.18,1.463,0.4115,2,0,0,1
0.65,0.195,1.6275,0.432,2,1,0,0
0.65,0.165,1.3875,0.3095,2,1,0,0
0.655,0.16,1.46,0.405,2,0,0,1
0.655,0.165,1.2835,0.4,2,1,0,0
0.66,0.155,1.3765,0.335,2,1,0,0
0.66,0.2,1.6465,0.401,2,0,0,1
0.675,0.145,1.265,0.325,2,0,0,1
0.685,0.17,1.56,0.465,2,0,0,1
0.715,0.18,1.6,0.445,2,0,0,1
0.735,0.22,2.333,0.6195,2,0,0,1
0.175,0.04,0.028,0.009,1,0,1,0
0.37,0.095,0.226,0.0675,2,0,1,0
0.395,0.09,0.2855,0.077,1,0,1,0
0.42,0.11,0.325,0.1025,1,0,1,0
0.455,0.11,0.514,0.126,2,0,1,0
0.495,0.115,0.5755,0.1395,2,0,1,0
0.51,0.11,0.5805,0.148,1,1,0,0
0.515,0.14,0.678,0.119,2,0,0,1
0.545,0.155,0.8035,0.228,1,0,0,1
0.555,0.12,0.913,0.2065,2,1,0,0
0.58,0.16,0.8675,0.215,2,0,0,1
0.59,0.17,1.0425,0.27,2,1,0,0
0.6,0.18,1.14,0.365,2,0,0,1
0.61,0.17,1.3475,0.3045,2,1,0,0
0.615,0.155,1.0735,0.31,2,0,0,1
0.615,0.19,1.4335,0.3285,2,0,0,1
0.615,0.2,1.304,0.371,2,0,0,1
0.62,0.16,0.9505,0.228,2,0,0,1
0.63,0.17,1.385,0.38,2,0,0,1
0.64,0.17,1.12,0.32,2,1,0,0
0.64,0.17,1.2645,0.315,2,1,0,0
0.655,0.17,1.275,0.333,2,1,0,0
0.655,0.165,1.27,0.335,2,0,0,1
0.66,0.175,1.583,0.405,2,0,0,1
0.665,0.175,1.4355,0.37,2,1,0,0
0.67,0.195,1.42,0.3905,2,1,0,0
0.69,0.19,1.5955,0.48,2,0,0,1
0.715,0.2,1.89,0.4305,2,0,0,1
0.735,0.225,2.037,0.5675,2,1,0,0
0.27,0.05,0.084,0.029,1,0,1,0
0.285,0.07,0.1005,0.035,1,0,1,0
0.295,0.085,0.1285,0.0365,1,0,1,0
0.3,0.075,0.1345,0.044,1,0,1,0
0.3,0.065,0.1195,0.035,1,0,1,0
0.36,0.085,0.1895,0.055,1,0,1,0
0.37,0.095,0.257,0.0825,1,0,1,0
0.39,0.09,0.2745,0.078,2,0,1,0
0.435,0.1,0.342,0.105,1,0,1,0
0.44,0.105,0.344,0.125,2,0,1,0
0.44,0.095,0.3275,0.1,2,0,1,0
0.445,0.12,0.4035,0.13,1,0,1,0
0.465,0.115,0.4075,0.1455,2,0,1,0
0.465,0.12,0.4975,0.14,2,0,1,0
0.47,0.12,0.3685,0.125,2,0,1,0
0.475,0.105,0.4175,0.127,1,0,1,0
0.475,0.1,0.4425,0.135,2,0,1,0
0.475,0.125,0.4225,0.1355,2,0,1,0
0.485,0.125,0.426,0.151,2,0,1,0
0.49,0.12,0.511,0.1745,2,0,1,0
0.515,0.13,0.573,0.195,2,0,1,0
0.52,0.14,0.6385,0.171,2,0,1,0
0.525,0.125,0.657,0.168,2,0,1,0
0.525,0.14,0.8735,0.2225,2,1,0,0
0.53,0.13,0.781,0.215,2,0,1,0
0.53,0.14,0.6765,0.208,2,0,1,0
0.53,0.125,0.769,0.215,2,0,0,1
0.53,0.125,0.6235,0.195,2,0,1,0
0.535,0.14,0.7315,0.19,1,0,0,1
0.535,0.155,0.8075,0.2595,2,0,1,0
0.545,0.14,0.737,0.212,2,0,0,1
0.545,0.125,0.654,0.205,2,1,0,0
0.55,0.15,0.7915,0.236,2,0,1,0
0.55,0.14,0.753,0.24,2,0,1,0
0.55,0.135,0.717,0.221,2,0,1,0
0.555,0.15,0.783,0.247,2,0,1,0
0.575,0.145,0.872,0.217,2,0,1,0
0.575,0.15,0.983,0.239,2,0,1,0
0.585,0.155,1.034,0.32,2,1,0,0
0.585,0.145,0.9855,0.2845,2,1,0,0
0.585,0.14,0.7635,0.265,2,0,1,0
0.59,0.135,0.9895,0.28,2,0,0,1
0.595,0.135,0.9365,0.287,2,0,1,0
0.595,0.135,0.964,0.2575,2,1,0,0
0.595,0.155,1.0455,0.3085,2,1,0,0
0.595,0.165,1.081,0.279,2,1,0,0
0.6,0.16,1.012,0.305,2,0,0,1
0.6,0.16,1.122,0.309,2,1,0,0
0.605,0.165,1.1245,0.3555,2,0,0,1
0.605,0.15,1.1345,0.35,2,1,0,0
0.61,0.19,1.0805,0.2935,2,0,0,1
0.61,0.165,1.0835,0.317,2,1,0,0
0.615,0.175,1.242,0.317,2,0,0,1
0.62,0.18,1.3915,0.332,2,0,0,1
0.62,0.155,1.085,0.35,2,0,0,1
0.62,0.155,0.966,0.284,2,0,1,0
0.62,0.165,1.0855,0.305,2,0,0,1
0.625,0.135,1.3025,0.3605,2,1,0,0
0.625,0.16,1.15,0.3315,2,0,1,0
0.63,0.17,1.217,0.31,2,0,1,0
0.63,0.195,1.306,0.375,2,1,0,0
0.64,0.175,1.273,0.405,2,0,0,1
0.645,0.19,1.4865,0.425,2,0,0,1
0.65,0.17,1.3655,0.36,2,0,0,1
0.65,0.17,1.276,0.399,2,0,0,1
0.65,0.16,1.2075,0.32,2,0,0,1
0.65,0.195,1.281,0.3825,2,1,0,0
0.65,0.205,1.4275,0.4355,2,0,0,1
0.65,0.175,1.155,0.385,2,0,0,1
0.65,0.175,1.35,0.3885,2,1,0,0
0.65,0.19,1.3685,0.4,2,0,0,1
0.66,0.17,1.431,0.398,2,1,0,0
0.66,0.18,1.261,0.339,2,0,0,1
0.665,0.195,1.764,0.47,2,1,0,0
0.67,0.155,1.278,0.358,2,1,0,0
0.67,0.195,1.217,0.3315,2,0,0,1
0.67,0.2,1.46,0.4165,2,1,0,0
0.675,0.185,1.5575,0.4,2,1,0,0
0.675,0.17,1.527,0.341,2,0,0,1
0.675,0.195,1.4985,0.425,2,1,0,0
0.685,0.19,1.885,0.4895,2,0,0,1
0.685,0.175,1.432,0.46,2,0,0,1
0.705,0.21,1.4385,0.462,2,0,0,1
0.705,0.17,1.564,0.44,2,1,0,0
0.71,0.175,2.14,0.434,2,0,0,1
0.725,0.185,1.792,0.435,2,1,0,0
0.78,0.21,2.548,0.6745,2,0,0,1
0.235,0.075,0.1585,0.0465,1,0,1,0
0.35,0.1,0.4015,0.1255,1,0,1,0
0.36,0.115,0.465,0.128,1,0,1,0
0.38,0.095,0.2885,0.067,1,0,1,0
0.38,0.115,0.6475,0.164,1,1,0,0
0.43,0.13,0.6485,0.184,2,0,0,1
0.465,0.105,0.452,0.1035,2,0,1,0
0.47,0.12,0.4915,0.1325,2,0,1,0
0.485,0.15,0.9145,0.273,1,1,0,0
0.495,0.155,0.976,0.2475,2,0,0,1
0.5,0.145,0.7865,0.2455,2,0,1,0
0.505,0.15,0.775,0.185,1,0,0,1
0.51,0.15,0.8415,0.255,2,0,1,0
0.51,0.135,0.681,0.17,2,0,0,1
0.515,0.115,0.6145,0.146,2,0,0,1
0.55,0.18,1.1655,0.311,2,1,0,0
0.575,0.19,1.764,0.4095,2,1,0,0
0.605,0.16,1.1215,0.271,2,0,0,1
0.615,0.165,1.167,0.345,2,0,0,1
0.615,0.15,1.0375,0.283,2,0,0,1
0.625,0.18,1.223,0.3375,2,0,0,1
0.625,0.15,1.124,0.287,2,0,0,1
0.635,0.17,1.2635,0.355,2,1,0,0
0.65,0.165,1.238,0.3005,2,1,0,0
0.65,0.17,1.4045,0.3235,2,1,0,0
0.67,0.195,1.37,0.407,2,1,0,0
0.695,0.205,1.8185,0.4525,2,1,0,0
0.705,0.195,1.7525,0.516,2,1,0,0
0.275,0.065,0.101,0.034,1,0,1,0
0.285,0.07,0.106,0.034,1,0,1,0
0.36,0.085,0.1865,0.0615,1,0,1,0
0.385,0.1,0.2575,0.086,1,0,1,0
0.4,0.1,0.3225,0.091,1,0,1,0
0.43,0.095,0.32,0.123,1,0,1,0
0.435,0.11,0.4155,0.145,2,0,1,0
0.45,0.115,0.3935,0.11,1,0,1,0
0.475,0.135,0.4775,0.1435,2,0,1,0
0.475,0.11,0.452,0.13,2,0,1,0
0.485,0.14,0.5065,0.1465,2,0,1,0
0.51,0.105,0.5525,0.165,2,0,1,0
0.515,0.12,0.565,0.179,2,0,1,0
0.52,0.14,0.699,0.1945,2,0,1,0
0.525,0.14,0.6055,0.21,2,0,1,0
0.53,0.155,0.7905,0.2595,2,0,0,1
0.53,0.13,0.702,0.22,2,0,0,1
0.53,0.135,0.675,0.1825,2,0,0,1
0.53,0.115,0.475,0.148,2,0,1,0
0.53,0.15,0.612,0.1895,2,0,1,0
0.535,0.145,0.705,0.22,2,0,1,0
0.535,0.135,0.728,0.265,2,0,1,0
0.555,0.14,0.846,0.2735,2,1,0,0
0.555,0.16,0.86,0.275,2,0,0,1
0.56,0.145,0.8875,0.2695,2,0,0,1
0.56,0.145,0.898,0.245,2,1,0,0
0.565,0.125,0.6545,0.21,2,0,1,0
0.575,0.145,0.795,0.26,2,0,1,0
0.575,0.12,1.0535,0.235,2,0,0,1
0.575,0.15,0.927,0.2985,2,1,0,0
0.58,0.14,0.701,0.2255,2,0,1,0
0.58,0.155,0.8275,0.2445,2,0,0,1
0.585,0.155,0.9845,0.2875,2,1,0,0
0.585,0.145,0.9565,0.265,2,0,0,1
0.59,0.125,0.86,0.245,2,0,1,0
0.595,0.185,1.1785,0.314,2,0,0,1
0.615,0.185,1.2205,0.33,2,0,0,1
0.615,0.13,0.9685,0.2655,2,0,0,1
0.62,0.175,1.107,0.343,2,1,0,0
0.62,0.18,1.1305,0.306,2,0,1,0
0.62,0.155,1.2555,0.3175,2,0,0,1
0.625,0.155,1.177,0.345,2,0,0,1
0.625,0.185,1.2425,0.335,2,0,0,1
0.63,0.16,1.09,0.354,2,0,0,1
0.63,0.15,1.072,0.315,2,1,0,0
0.645,0.155,1.129,0.342,2,1,0,0
0.65,0.175,1.2075,0.39,2,1,0,0
0.65,0.175,1.227,0.37,2,1,0,0
0.655,0.175,1.472,0.45,2,1,0,0
0.665,0.18,1.5785,0.456,2,1,0,0
0.67,0.175,1.4755,0.374,2,0,0,1
0.675,0.175,1.5545,0.512,2,0,0,1
0.675,0.21,1.593,0.45,2,1,0,0
0.695,0.2,1.8995,0.5295,2,0,0,1
0.695,0.175,1.361,0.465,2,1,0,0
0.705,0.17,1.4575,0.44,2,1,0,0
0.74,0.205,2.381,0.488,2,0,0,1
0.205,0.045,0.0495,0.014,1,0,1,0
0.305,0.075,0.1455,0.05,1,0,1,0
0.32,0.06,0.129,0.0355,1,0,1,0
0.355,0.1,0.2255,0.064,1,0,1,0
0.425,0.11,0.359,0.0975,2,0,0,1
0.425,0.095,0.3505,0.1,2,0,1,0
0.45,0.115,0.5885,0.1325,2,1,0,0
0.515,0.13,0.623,0.175,2,0,0,1
0.52,0.135,0.5375,0.17,2,1,0,0
0.525,0.125,0.5655,0.175,2,0,1,0
0.555,0.13,0.8625,0.24,2,0,0,1
0.61,0.17,1.137,0.344,2,1,0,0
0.35,0.095,0.221,0.07,2,0,1,0
0.38,0.095,0.2425,0.21,1,0,1,0
0.46,0.1,0.386,0.0965,2,0,1,0
0.465,0.12,0.5315,0.1395,2,0,0,1
0.475,0.12,0.562,0.153,2,0,0,1
0.565,0.14,0.836,0.2245,2,0,0,1
0.57,0.14,0.9275,0.2515,2,0,0,1
0.57,0.145,0.8815,0.2735,2,0,0,1
0.595,0.155,1.03,0.3305,2,0,0,1
0.605,0.175,1.1685,0.356,2,1,0,0
0.615,0.135,1.059,0.274,2,1,0,0
0.62,0.17,1.127,0.296,1,0,0,1
0.625,0.17,1.1665,0.3945,2,0,0,1
0.68,0.185,1.541,0.4575,2,1,0,0
0.68,0.195,1.7825,0.4285,2,0,0,1
0.68,0.175,1.543,0.374,2,0,0,1
0.71,0.17,1.47,0.431,2,1,0,0
0.5,0.12,0.6335,0.235,2,0,0,1
0.545,0.175,0.754,0.275,2,1,0,0
0.46,0.115,0.4485,0.17,2,1,0,0
0.535,0.15,0.8105,0.24,2,0,0,1
0.335,0.075,0.22,0.085,1,0,0,1
0.425,0.1,0.4425,0.175,1,1,0,0
0.41,0.1,0.3555,0.105,2,0,0,1
0.17,0.035,0.034,0.005,1,0,1,0
0.335,0.095,0.185,0.055,2,0,1,0
0.52,0.125,0.79,0.19,2,0,0,1
0.53,0.145,0.8255,0.245,2,1,0,0
0.5,0.125,0.62,0.205,2,0,0,1
0.615,0.145,0.9525,0.32,2,1,0,0
0.575,0.16,0.955,0.27,3,0,0,1
0.57,0.155,0.91,0.355,2,0,0,1
0.455,0.105,0.416,0.145,2,0,0,1
0.37,0.085,0.2045,0.08,1,0,1,0
0.445,0.125,0.515,0.159,2,0,0,1
0.675,0.22,1.604,0.453,2,1,0,0
0.385,0.115,0.3435,0.1025,1,0,0,1
0.375,0.11,0.3005,0.1035,1,1,0,0
0.56,0.13,0.8255,0.285,2,0,0,1
0.55,0.15,0.785,0.275,2,0,0,1
0.57,0.155,0.9685,0.255,2,1,0,0
0.485,0.155,0.731,0.255,2,1,0,0
0.41,0.115,0.4405,0.135,2,0,0,1
0.335,0.085,0.1785,0.055,2,0,1,0
0.655,0.2,1.373,0.49,3,0,0,1
0.565,0.165,0.9765,0.37,2,1,0,0
0.57,0.19,1.018,0.265,2,1,0,0
0.55,0.15,1.082,0.19,2,1,0,0
0.63,0.175,1.423,0.49,2,1,0,0
0.475,0.125,0.655,0.185,2,0,0,1
0.655,0.18,1.4155,0.445,3,1,0,0
0.32,0.065,0.1385,0.05,1,0,1,0
0.525,0.165,0.782,0.285,3,0,0,1
0.525,0.165,0.717,0.195,2,1,0,0
0.5,0.13,0.6355,0.195,2,1,0,0
0.44,0.135,0.3975,0.135,2,1,0,0
0.49,0.16,0.656,0.205,2,1,0,0
0.545,0.165,0.744,0.25,2,0,0,1
0.45,0.11,0.447,0.13,2,1,0,0
0.515,0.115,0.578,0.17,2,1,0,0
0.33,0.075,0.1405,0.05,1,0,1,0
0.525,0.15,0.708,0.25,2,1,0,0
0.295,0.09,0.1385,0.05,2,0,0,1
0.545,0.16,0.8615,0.365,3,0,0,1
0.645,0.225,1.626,0.41,2,1,0,0
0.45,0.115,0.478,0.155,2,0,0,1
0.61,0.17,1.1775,0.295,2,1,0,0
0.38,0.1,0.286,0.09,1,0,1,0
0.565,0.13,1.058,0.3,2,1,0,0
0.67,0.16,1.5415,0.495,2,1,0,0
0.54,0.12,0.817,0.195,2,0,0,1
0.29,0.075,0.152,0.045,2,0,1,0
0.41,0.105,0.335,0.11,1,0,1,0
0.46,0.12,0.4915,0.17,1,1,0,0
0.56,0.155,0.9705,0.255,2,1,0,0
0.575,0.1,0.9315,0.235,2,1,0,0
0.62,0.2,1.221,0.43,2,0,0,1
0.515,0.14,0.7365,0.185,3,0,0,1
0.56,0.18,0.97,0.355,2,1,0,0
0.5,0.15,0.8085,0.295,2,1,0,0
0.435,0.125,0.4075,0.165,2,0,1,0
0.495,0.135,0.6295,0.215,2,0,0,1
0.595,0.18,1.053,0.39,2,1,0,0
0.76,0.19,1.829,0.56,2,0,0,1
0.615,0.165,1.1765,0.345,3,1,0,0
0.565,0.15,0.8765,0.275,2,1,0,0
0.14,0.035,0.0145,0.005,1,0,1,0
0.445,0.14,0.476,0.1085,2,0,0,1
0.525,0.125,0.813,0.1775,2,1,0,0
0.16,0.02,0.018,0.005,1,0,1,0
0.635,0.235,1.064,0.36,3,0,0,1
0.575,0.165,0.853,0.35,3,0,0,1
0.38,0.095,0.219,0.07,1,0,0,1
0.245,0.065,0.0635,0.02,1,0,0,1
0.48,0.15,0.6275,0.185,2,0,1,0
0.455,0.135,0.441,0.145,2,0,1,0
0.455,0.125,0.458,0.12,2,1,0,0
0.455,0.135,0.4745,0.168,2,0,0,1
0.355,0.1,0.216,0.075,2,0,1,0
0.52,0.14,0.6765,0.205,2,0,1,0
0.54,0.145,0.757,0.215,2,0,1,0
0.52,0.14,0.7325,0.26,3,0,1,0
0.56,0.165,1.0285,0.275,2,0,1,0
0.52,0.16,0.712,0.225,2,1,0,0
0.615,0.19,1.066,0.33,2,0,1,0
0.645,0.19,1.3065,0.345,3,1,0,0
0.565,0.135,0.8545,0.275,2,0,1,0
0.295,0.085,0.125,0.043,2,0,0,1
0.375,0.095,0.2225,0.08,2,0,0,1
0.525,0.14,0.6955,0.253,2,0,1,0
0.395,0.08,0.266,0.09,2,0,0,1
0.5,0.165,0.7105,0.225,3,1,0,0
0.47,0.115,0.487,0.155,2,1,0,0
0.58,0.16,0.728,0.19,2,0,1,0
0.5,0.155,0.6675,0.18,2,0,1,0
0.725,0.22,2.0495,0.655,2,0,1,0
0.65,0.215,1.498,0.425,3,1,0,0
0.67,0.185,1.597,0.47,3,1,0,0
0.55,0.165,0.8605,0.3,3,0,1,0
0.49,0.115,0.541,0.185,2,1,0,0
0.235,0.06,0.058,0.018,1,0,1,0
0.235,0.08,0.0645,0.0215,1,0,1,0
0.52,0.115,0.77,0.26,2,0,0,1
0.475,0.115,0.541,0.21,2,1,0,0
0.53,0.11,0.739,0.295,2,0,0,1
0.35,0.065,0.205,0.07,2,1,0,0
0.555,0.145,0.8695,0.25,2,0,0,1
0.505,0.105,0.6555,0.19,2,0,0,1
0.54,0.16,1.0905,0.355,2,1,0,0
0.525,0.115,0.6295,0.18,2,1,0,0
0.55,0.175,1.0985,0.4,2,0,0,1
0.55,0.16,0.991,0.375,3,0,0,1
0.235,0.065,0.0615,0.019,1,0,1,0
0.525,0.165,0.8005,0.25,2,0,0,1
0.475,0.14,0.6175,0.19,3,0,0,1
0.53,0.165,0.772,0.23,2,1,0,0
0.525,0.15,0.7155,0.27,2,1,0,0
0.53,0.13,0.717,0.255,2,1,0,0
0.465,0.11,0.6355,0.225,2,1,0,0
